index,wav_file,old_name,segment_text,question,C1,C2,C3,C4,C_correct,summary,duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,sum_true.thisRepN,sum_true.thisTrialN,sum_true.thisN,sum_true.thisIndex,dummy_loop.thisRepN,dummy_loop.thisTrialN,dummy_loop.thisN,dummy_loop.thisIndex,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,sum_true_exp.thisRepN,sum_true_exp.thisTrialN,sum_true_exp.thisN,sum_true_exp.thisIndex,dummy_loop_exp.thisRepN,dummy_loop_exp.thisTrialN,dummy_loop_exp.thisN,dummy_loop_exp.thisIndex,thisRow.t,notes,Instructions.started,Instructions.stopped,Start_Segment_Train.started,Play_train.started,Trial_counter_train.started,text_5.started,Start_Segment_Train.stopped,Play_train.numClicks,Play_train.timesOn,Play_train.timesOff,Training_Segment.started,Experimen_audio.started,polygon.started,polygon.stopped,Training_Segment.stopped,Rating.started,slider.started,text_3.started,button_2.started,Rating.stopped,slider.response,slider.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,Start_Summary.started,text_2.started,Start_Summary.stopped,summary_button.numClicks,summary_button.timesOn,summary_button.timesOff,skip_button.numClicks,skip_button.timesOn,skip_button.timesOff,Summary.started,textbox.started,Summary.stopped,textbox.text,Multiple_Choice_2.started,Multiple_Choice_2.stopped,A.numClicks,A.timesOn,A.timesOff,B.numClicks,B.timesOn,B.timesOff,C.numClicks,C.timesOn,C.timesOff,D.numClicks,D.timesOn,D.timesOff,Start_Exp.started,Start_exp.started,Start.started,Start_Exp.stopped,Start.numClicks,Start.timesOn,Start.timesOff,Start_Segment.started,Play.started,Trial_counter.started,text_6.started,Start_Segment.stopped,Play.numClicks,Play.timesOn,Play.timesOff,Start_Sum_Exp.started,text_4.started,summary_button_exp.started,skip_button_exp.started,Start_Sum_Exp.stopped,summary_button_exp.numClicks,summary_button_exp.timesOn,summary_button_exp.timesOff,skip_button_exp.numClicks,skip_button_exp.timesOn,skip_button_exp.timesOff,textbox.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,Someday_96_condition-3-5x.wav,Someday__Someday__Maybe__Unabridged___File_042_of_116_0.wav,My point is about the competitive thing I've always naturally made everything a competition in a way so I already know I'm tough and it actually comes sort of easily to me And I'm not afraid to be hurt or rejected because I have naturally low self esteem anyway So I always expect the worst which is weird because I also have a vision for myself where I can totally picture succeeding well almost totally on a good day And I'm quick and I'm sure that whatever I don't know yet I can learn quickly because I'm quick which I know I just said because I'm quick Ha ha get it,How does the narrator feel about competition and their ability to succeed?,A. She is afraid of competition,B. She is quick to learn and not afraid of failure,C. She has low self-esteem and avoid competition,D. She believes in the concept of competition,B. She is quick to learn and not afraid of failure,yes,8.9,,,,,,,,,,,,,0,114,114,114,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_96_condition-3-5x.wav,Someday__Someday__Maybe__Unabridged___File_042_of_116_0.wav,My point is about the competitive thing I've always naturally made everything a competition in a way so I already know I'm tough and it actually comes sort of easily to me And I'm not afraid to be hurt or rejected because I have naturally low self esteem anyway So I always expect the worst which is weird because I also have a vision for myself where I can totally picture succeeding well almost totally on a good day And I'm quick and I'm sure that whatever I don't know yet I can learn quickly because I'm quick which I know I just said because I'm quick Ha ha get it,How does the narrator feel about competition and their ability to succeed?,A. She is afraid of competition,B. She is quick to learn and not afraid of failure,C. She has low self-esteem and avoid competition,D. She believes in the concept of competition,B. She is quick to learn and not afraid of failure,yes,8.9,,,,,,,,,,,,,0,114,114,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3939.704291416,3953.27438625,0,,,1,13.559249583000565,13.559252458000628,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_41_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_022_of_116_0.wav,And even if I give it more thought and someday decide I'm very definitely against wearing the same animal that brings Easter baskets to little children it's not really like me to judge someone else for her rabbit related choices Penelope's face falls and she looks down at her jacket You know she says it is real I wasn't sure about it myself but it was my mother's and so I figured it's vintage She trails off and absently runs her fingers over the silky white collar,What does Penelope say about her rabbit fur jacket?,A. It's fake,B. It's vintage,C. It's for Easter,D. It's her sister's,B. It's vintage,no,7.205,,,,,,,,,,,,,0,115,115,115,,,,,,,,,3953.2868877499996,,,,,,,,,,,,3955.428327083,3955.444181207667,3955.442104916,3962.6550717909995,3962.657334791,3962.668209583,3962.9063644999997,3962.9063644999997,3963.9701865409997,3965.112570708,1.7249999999999999,1.9693715829998837,1,[1.1552956669993364],[1.1552980839996962],,,,,,,,,,,,,,3965.113007041,3967.682376541,0,,,1,2.5612691249998534,2.561272334000023,0,,,0,,,,,,,,,,3953.2749372079998,3953.2868877499996,3953.2868877499996,3953.2868877499996,3955.4281493749995,1,[2.1511749580004107],[2.151177500000813],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_118_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_053_of_116_0.wav,The stuff in the bowl I am holding must look as bad as I thought Wow look at you Where'd you get the boots Maybe I can distract her by talking about fashion Don't try to distract me by talking about fashion Seriously what is that It's uh food For an astronaut No it's this wonderful new diet food I bought it off the television I've been trying to keep my spirits up by experimenting with different diets So far none of them have worked,Why does the narrator ask about the boots?,A. To distract from the topic of food,B. To compliment the fashion sense,C. To mock the appearance,D. To change the subject to fashion,A. To distract from the topic of food,yes,12.9325,,,,,,,,,,,,,0,116,116,116,0,0,0,0,0,0,0,0,3986.0739247499996,,,,,,,,,,,,3968.845246625,3968.861075541667,3968.8639045,3981.789406625,3981.8091190409996,3981.820347291,3982.0220231249996,3982.0220231249996,3984.27150625,3984.8520518329997,9.191666666666666,2.42395016699993,1,[0.5925186669992399],[0.5925209579991133],,,,,,,,,,3986.0643984159997,3986.0739247499996,4001.057805708,distract fashion new diet astronaut,,,,,,,,,,,,,,,,,,,,,,3967.682973041,3967.6899056249995,3967.6899056249995,3967.6899056249995,3968.845071291,1,[1.1614832499999466],[1.1614857499998834],3984.8525477499998,3984.858743666,3984.858743666,3984.858743666,3986.063614791,1,[1.2101285419994383],[1.210131249999904],0,,,4001.0772018750004,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_118_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_053_of_116_0.wav,The stuff in the bowl I am holding must look as bad as I thought Wow look at you Where'd you get the boots Maybe I can distract her by talking about fashion Don't try to distract me by talking about fashion Seriously what is that It's uh food For an astronaut No it's this wonderful new diet food I bought it off the television I've been trying to keep my spirits up by experimenting with different diets So far none of them have worked,Why does the narrator ask about the boots?,A. To distract from the topic of food,B. To compliment the fashion sense,C. To mock the appearance,D. To change the subject to fashion,A. To distract from the topic of food,yes,12.9325,,,,,,,,,,,,,0,116,116,116,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_118_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_053_of_116_0.wav,The stuff in the bowl I am holding must look as bad as I thought Wow look at you Where'd you get the boots Maybe I can distract her by talking about fashion Don't try to distract me by talking about fashion Seriously what is that It's uh food For an astronaut No it's this wonderful new diet food I bought it off the television I've been trying to keep my spirits up by experimenting with different diets So far none of them have worked,Why does the narrator ask about the boots?,A. To distract from the topic of food,B. To compliment the fashion sense,C. To mock the appearance,D. To change the subject to fashion,A. To distract from the topic of food,yes,12.9325,,,,,,,,,,,,,0,116,116,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4001.0581024579997,4008.1343182499995,1,7.066805958000259,7.0668083749997095,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_121_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_054_of_116_1.wav,A lot of the shows have weight loss advice which is where I got the great cabbage soup diet which would have worked I'm sure if only I didn't hate cabbage She has celebrities on too and people who've overcome daunting odds of various kinds And I never know when I'll have to play a character who isn't close to me but might remind me of someone I saw on Lisa So really you could call the time I spend with Lisa almost educational But the thing is Pine Tree Lodge the soap opera is on right after that,What soap opera does the narrator watch after Lisa's program?,A. Steel Entrapment,B. Pine Tree Lodge,C. Kill Time,D. When Harry Met Sally,B. Pine Tree Lodge,yes,11.1,,,,,,,,,,,,,0,117,117,117,0,0,0,0,0,0,0,0,4026.6427460409996,,,,,,,,,,,,4010.7813414579996,4010.7971596246666,4010.7985329579997,4021.9078981659995,4021.9110336659996,4021.922256041,4022.1625240410003,4022.1625240410003,4025.0406992079998,4025.7048430409995,4.533333333333333,3.0911162080001304,1,[0.6762105830002838],[0.676213208000263],,,,,,,,,,4026.6334029580003,4026.6427460409996,4041.6265866249996,pine tree lodge time i spend with her almost educational cabbage soup diet,,,,,,,,,,,,,,,,,,,,,,4008.134844583,4008.1418081250004,4008.1418081250004,4008.1418081250004,4010.7811487910003,1,[2.6446316249994197],[2.644634207999843],4025.7053860409997,4025.712006375,4025.712006375,4025.712006375,4026.632694125,1,[0.9263492079999196],[0.9263518750003641],0,,,4041.6453398329995,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_121_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_054_of_116_1.wav,A lot of the shows have weight loss advice which is where I got the great cabbage soup diet which would have worked I'm sure if only I didn't hate cabbage She has celebrities on too and people who've overcome daunting odds of various kinds And I never know when I'll have to play a character who isn't close to me but might remind me of someone I saw on Lisa So really you could call the time I spend with Lisa almost educational But the thing is Pine Tree Lodge the soap opera is on right after that,What soap opera does the narrator watch after Lisa's program?,A. Steel Entrapment,B. Pine Tree Lodge,C. Kill Time,D. When Harry Met Sally,B. Pine Tree Lodge,yes,11.1,,,,,,,,,,,,,0,117,117,117,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_121_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_054_of_116_1.wav,A lot of the shows have weight loss advice which is where I got the great cabbage soup diet which would have worked I'm sure if only I didn't hate cabbage She has celebrities on too and people who've overcome daunting odds of various kinds And I never know when I'll have to play a character who isn't close to me but might remind me of someone I saw on Lisa So really you could call the time I spend with Lisa almost educational But the thing is Pine Tree Lodge the soap opera is on right after that,What soap opera does the narrator watch after Lisa's program?,A. Steel Entrapment,B. Pine Tree Lodge,C. Kill Time,D. When Harry Met Sally,B. Pine Tree Lodge,yes,11.1,,,,,,,,,,,,,0,117,117,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4041.6268698329995,4045.19626075,0,,,1,3.5605547080003817,3.5605576250000013,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_4_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_005_of_116_3.wav,You told me you'd try if I let you I promised I'd make sure I take a deep breath and I bellow in my most diaphragmatically supported Shakespearean tone Dan come in Miraculously the left side of Dan's face appears through a crack in the door but it's not until he's confirmed my fully covered status and stepped all the way into the room leaning his oversized frame awkwardly against the corner bookshelf that I suddenly remember My hair,What does the narrator suddenly remember when Dan enters the room?,A. Her hair,B. A book,C. Her appointment,D. A phone call,A. Her hair,no,14.965,,,,,,,,,,,,,0,118,118,118,,,,,,,,,4045.2088621659996,,,,,,,,,,,,4047.1834338749995,4047.1992451246665,4047.204442041,4062.177226291,4062.1803570829998,4062.190786,4062.4277923749996,4062.4277923749996,4064.0199017080004,4065.412066125,9.0,2.4340314170003694,1,[1.4012633330003155],[1.4012659580002946],,,,,,,,,,,,,,4065.4124867499995,4067.5373890829997,1,2.1166574580001907,2.116660165999747,0,,,0,,,0,,,,,,,,,,4045.1968057080003,4045.2088621659996,4045.2088621659996,4045.2088621659996,4047.1832335,1,[1.9844177079994552],[1.9844203329994343],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_127_condition-4x.wav,Someday__Someday__Maybe__Unabridged___File_055_of_116_2.wav,Is that shirt clean I'll wear my Wonder Bra Where's my Wonder Bra I'm in and out of the shower in record time I used the towel that was on my head to dry off The moisture from the shower has done something helpful to my hair for once I can hear the fax machine whirring the paper falling onto the floor I'm curious to see the material I'll skim it before I get dressed to make sure I'm picking the right thing to wear I go to the machine and uncurl the first page Absolute Artists Appointment,What does the narrator find when she checks the fax machine?,A. A list of appointments,B. Her audition script,C. A towel,D. A Wonder Bra,B. Her audition script,no,7.34015625,,,,,,,,,,,,,0,119,119,119,,,,,,,,,4067.5600285,,,,,,,,,,,,4069.268134625,4069.2839452916664,4069.281536458,4076.6278749579997,4076.631100916,4076.642325791,4076.849557916,4076.849557916,4078.3372343749998,4078.9743938330002,2.591666666666667,1.6694593330003045,1,[0.6462818330001028],[0.6462842920000185],,,,,,,,,,,,,,4078.974821041,4091.1486157910003,1,12.16551708299994,12.165519875000427,0,,,0,,,0,,,,,,,,,,4067.5379308330002,4067.5600285,4067.5600285,4067.5600285,4069.2679452909997,1,[1.7293828750007378],[1.7293855840007382],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_28_condition.wav,Someday__Someday__Maybe__Unabridged___File_017_of_116_0.wav,He has some sort of accent almost a drawl He's from the south somewhere Maybe he grew up on a farm in Texas or Georgia Maybe he had chores in the barn every day and helped his father harvest corn He still hasn't looked away from me He stands perfectly still not shifting at all I can feel myself rocking back and forth on my feet I try to stay steady like he does but it's impossible for me to do I really like your work in class I say ducking my head Oh yeah,How does the narrator feel about the person she encounters on the street?,A. She dislikes them,B. She is indifferent,C. She admires their work,D. She is terrified,C. She admires their work,yes,28.1,,,,,,,,,,,,,0,120,120,120,0,0,0,0,0,0,0,0,4124.331759083,,,,,,,,,,,,4091.869180875,4091.9016665833333,4091.900213125,4120.014049625,4120.014786791,4120.036886166,4120.249601875,4120.249601875,4122.756638291,4123.388626625,9.333333333333334,2.694580125000357,1,[0.6414680830002908],[0.6414705420002065],,,,,,,,,,4124.3221512499995,4124.331759083,4139.315578625,chores in the barn farm drawl accent rocking back and forth stay still i really like your work in class,,,,,,,,,,,,,,,,,,,,,,4091.149193333,4091.161626833,4091.161626833,4091.161626833,4091.868987041,1,[0.7180177080008434],[0.7180203330008226],4123.38912325,4123.395221083,4123.395221083,4123.395221083,4124.3213909159995,1,[0.9313075410000238],[0.9313100829995165],0,,,4139.334711375,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_28_condition.wav,Someday__Someday__Maybe__Unabridged___File_017_of_116_0.wav,He has some sort of accent almost a drawl He's from the south somewhere Maybe he grew up on a farm in Texas or Georgia Maybe he had chores in the barn every day and helped his father harvest corn He still hasn't looked away from me He stands perfectly still not shifting at all I can feel myself rocking back and forth on my feet I try to stay steady like he does but it's impossible for me to do I really like your work in class I say ducking my head Oh yeah,How does the narrator feel about the person she encounters on the street?,A. She dislikes them,B. She is indifferent,C. She admires their work,D. She is terrified,C. She admires their work,yes,28.1,,,,,,,,,,,,,0,120,120,120,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_28_condition.wav,Someday__Someday__Maybe__Unabridged___File_017_of_116_0.wav,He has some sort of accent almost a drawl He's from the south somewhere Maybe he grew up on a farm in Texas or Georgia Maybe he had chores in the barn every day and helped his father harvest corn He still hasn't looked away from me He stands perfectly still not shifting at all I can feel myself rocking back and forth on my feet I try to stay steady like he does but it's impossible for me to do I really like your work in class I say ducking my head Oh yeah,How does the narrator feel about the person she encounters on the street?,A. She dislikes them,B. She is indifferent,C. She admires their work,D. She is terrified,C. She admires their work,yes,28.1,,,,,,,,,,,,,0,120,120,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4139.315876083,4150.865603208,0,,,0,,,1,11.540656375000253,11.540659250000317,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_87_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_039_of_116_0.wav,The reception area is a soothing soft grey Everything is plush and velvet The carpet looks like shiny grey silk and the sofa is a silvery suede that appears freshly brushed as though no one has ever sat on it There's a long reception desk behind which sit two of the most beautiful people I have ever seen also swathed in grey The perfect specimen male is reading a script and the perfect specimen female is on a headset talking to someone in a British accent,How does the narrator describe the reception area of Absolute Artists?,A. It's brightly colored,B. It's cold and uninviting,C. It's plush and soothing,D. It's chaotic and messy,C. It's plush and soothing,no,14.23996875,,,,,,,,,,,,,0,121,121,121,,,,,,,,,4150.872898875,,,,,,,,,,,,4152.222811166,4152.238634416666,4152.242770791,4166.483026666,4166.485854666,4166.4962118329995,4166.73519975,4166.73519975,4168.548577375,4169.328968125,10,2.012163999999757,1,[0.8054055829998106],[0.8054078329996628],,,,,,,,,,,,,,4169.329380666,4175.1707925,0,,,0,,,1,5.832775959000173,5.832781666999836,0,,,,,,,,,,4150.8661100829995,4150.872898875,4150.872898875,4150.872898875,4152.222613666,1,[1.3548756669997601],[1.354878249999274],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_125_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_054_of_116_5.wav,I sit up as if he might be able to see through the telephone that I was lying down at an undignified hour still in the shorts and tank top I slept in I clear my throat and try to make my voice sound more awake It's me It's her That doesn't sound right It is I Hello I Did I wake you up No I'm awake Have a cold Oh shoot Is it a really bad one Joe has an audition for you I've just made an extremely speedy recovery Great Great,What does the narrator say she has?,A. A cold,B. A headache,C. A sore throat,D. A flu,A. A cold,yes,11.22375,,,,,,,,,,,,,0,122,122,122,0,0,0,0,0,0,0,0,4191.002145916,,,,,,,,,,,,4176.173681333,4176.189451499667,4176.189949291,4187.417712708,4187.421756125,4187.432978666,4187.636150166,4187.636150166,4189.552838291,4190.068873958,9.091666666666667,2.094465916000445,1,[0.5254580419996273],[0.5254606669996065],,,,,,,,,,4190.992514375,4191.002145916,4205.986188166,speedy recovery lying on the floor audition tank top undignified hour,,,,,,,,,,,,,,,,,,,,,,4175.171321541,4175.183077166,4175.183077166,4175.183077166,4176.173498958,1,[1.0015366669995274],[1.0015399169997181],4190.069403875,4190.075787833,4190.075787833,4190.075787833,4190.991719125,1,[0.921328041000379],[0.9213306660003582],0,,,4206.004381166,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_125_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_054_of_116_5.wav,I sit up as if he might be able to see through the telephone that I was lying down at an undignified hour still in the shorts and tank top I slept in I clear my throat and try to make my voice sound more awake It's me It's her That doesn't sound right It is I Hello I Did I wake you up No I'm awake Have a cold Oh shoot Is it a really bad one Joe has an audition for you I've just made an extremely speedy recovery Great Great,What does the narrator say she has?,A. A cold,B. A headache,C. A sore throat,D. A flu,A. A cold,yes,11.22375,,,,,,,,,,,,,0,122,122,122,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_125_condition-3x.wav,Someday__Someday__Maybe__Unabridged___File_054_of_116_5.wav,I sit up as if he might be able to see through the telephone that I was lying down at an undignified hour still in the shorts and tank top I slept in I clear my throat and try to make my voice sound more awake It's me It's her That doesn't sound right It is I Hello I Did I wake you up No I'm awake Have a cold Oh shoot Is it a really bad one Joe has an audition for you I've just made an extremely speedy recovery Great Great,What does the narrator say she has?,A. A cold,B. A headache,C. A sore throat,D. A flu,A. A cold,yes,11.22375,,,,,,,,,,,,,0,122,122,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4205.986457166,4208.555107541,1,2.5605644590004886,2.560567667000214,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_102_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_045_of_116_0.wav,Well it's just mainly a gag you know says the man in glasses a gag I repeat Yes a running gag like how she laughs on the nanny But we don't want it to sound anything like her laugh the man in the back of the room says emphatically Yes of course it's a laugh That's all her own just a girl who laughs funny for no particular reason the man with glasses says Okay Thanks and sorry but what do I do do,What is the character's laugh intended to be in the audition scene?,A. A running gag,B. A natural laugh,C. A villan's laugh,D. A serious and dramatic laugh,A. A running gag,yes,14.04,,,,,,,,,,,,,0,123,123,123,0,0,0,0,0,0,0,0,4226.453890166,,,,,,,,,,,,4209.826086375,4209.841870666666,4209.845020833,4223.88599875,4223.888586958,4223.899401333,4224.141519333,4224.141519333,4224.997147083,4225.73189425,10,1.0678695420001532,1,[0.7448954169994977],[0.7448976670002594],,,,,,,,,,4226.444546208,4226.453890166,4241.438082166,just a girl who laughs funny for no particular reason what do i do the nanny,,,,,,,,,,,,,,,,,,,,,,4208.555590416,4208.56803675,4208.56803675,4208.56803675,4209.825881625,1,[1.268622458000209],[1.2686251659997652],4225.73237875,4225.738571875,4225.738571875,4225.738571875,4226.4437231659995,1,[0.7102562079999188],[0.7102587079998557],0,,,4241.457131208,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_102_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_045_of_116_0.wav,Well it's just mainly a gag you know says the man in glasses a gag I repeat Yes a running gag like how she laughs on the nanny But we don't want it to sound anything like her laugh the man in the back of the room says emphatically Yes of course it's a laugh That's all her own just a girl who laughs funny for no particular reason the man with glasses says Okay Thanks and sorry but what do I do do,What is the character's laugh intended to be in the audition scene?,A. A running gag,B. A natural laugh,C. A villan's laugh,D. A serious and dramatic laugh,A. A running gag,yes,14.04,,,,,,,,,,,,,0,123,123,123,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_102_condition-2x.wav,Someday__Someday__Maybe__Unabridged___File_045_of_116_0.wav,Well it's just mainly a gag you know says the man in glasses a gag I repeat Yes a running gag like how she laughs on the nanny But we don't want it to sound anything like her laugh the man in the back of the room says emphatically Yes of course it's a laugh That's all her own just a girl who laughs funny for no particular reason the man with glasses says Okay Thanks and sorry but what do I do do,What is the character's laugh intended to be in the audition scene?,A. A running gag,B. A natural laugh,C. A villan's laugh,D. A serious and dramatic laugh,A. A running gag,yes,14.04,,,,,,,,,,,,,0,123,123,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4241.438350541,4244.298313958,1,2.8506884170001285,2.850691208000171,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_128_condition-3-5x.wav,Someday__Someday__Maybe__Unabridged___File_056_of_116_1.wav,The elevator is almost full so I have to scrunch myself into the corner to avoid hitting anyone while I switch into my heels When I look up we're already at the 30th floor next stop 34 I jam my left heel onto my foot and stuff my chunky boot into my bag just as the doors open I spill out of the elevator almost losing my balance I should have put my heels on outside and practiced for a block or so to get used to them but it's too late to worry about that now The elevator bank separates the building's two wings,What does the narrator do in the elevator?,A. She switches into her heels,B. She practices walking in her chunky boots,C. She loses her balance,D. She rides the elevator to the 20th floor,A. She switches into her heels,no,9.3148125,,,,,,,,,,,,,0,124,124,124,,,,,,,,,4244.3061447909995,,,,,,,,,,,,4246.3780555,4246.393845082666,4246.393610208,4255.712878875,4255.713670291,4255.723812083,4255.976096125,4255.976096125,4257.297090416,4259.613340125,3.5166666666666666,3.2137113750004573,1,[2.3251850830001786],[2.325187458000073],,,,,,,,,,,,,,4259.61377375,4263.54955,0,,,0,,,1,3.9267582080001375,3.926761333000286,0,,,,,,,,,,4244.298882833,4244.3061447909995,4244.3061447909995,4244.3061447909995,4246.377865958,1,[2.077131250000093],[2.0771339579996493],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
,Someday_150_condition-2-5x.wav,Someday__Someday__Maybe__Unabridged___File_098_of_116_2.wav,"The cast has to be there early. I'll meet you at the end of the red carpet. I'm curious, but I'm not going to ask how one knows where the beginning or end of a carpet is, red or otherwise. I imagine the beginning to look something like the swirl where Dorothy sets out with Toto to follow the yellow brick road. I picture a welcoming committee of munchkins and Glinda the Good Witch who will help me find my way. Okay, great, I tell him, managing to sound more confident than I actually feel.",Where will James meet the narrator?,A. Outside the venue,B. In the backstage,C. At her house,D. At the end of the red carpet,D. At the end of the red carpet,no,12.06525,,,,,,,,,,,,,0,125,125,125,,,,,,,,,4263.5567445,,,,,,,,,,,,4266.279108291,4266.2948676666665,4266.2962152909995,4278.3722755,4278.375853416,4278.387067583,4278.59044875,4278.59044875,4280.105233791,4280.662758416,9.983333333333334,1.6904435000005833,1,[0.57028283299951],[0.5702850830002717],,,,,,,,,,,,,,4280.663176458,4284.509882166,0,,,0,,,0,,,1,3.8389933750004275,3.838996584000597,,,,,,,,4263.550134958,4263.5567445,4263.5567445,4263.5567445,4266.27892325,1,[2.728104750000057],[2.728107541999634],,,,,,,,,,,,,p_4,001,2024-03-12_10h25.09.680,speech_rate,2023.2.3,None,2024-03-12 10h31.13.024803 -0700,
